Product_Name,Category,bs_year,bs_month,month_idx,month_name,Volume,Min_Price,Max_Price,Avg_Price,Unit,unit_canonical,unit_changed,Total_Amount,Volume_Equals,TOTAL_sources,reconciliation_gap,import_share,n_months_present,is_balanced,Baglung,Bara,Beni,Bhutan,Birgunj,China,Dang,Dhading,Gorkha,Hetauda,India,Jhapa,Kathmandu,Kevray,Lahan,Lamjung,Local,Marpha,Mugu,Mustang,Myagdi,Narayangadh,Nawalparasi,Nuwakot,Palpa,Parbat,Rolpa,Rukum,Rupandehi,Salyan,Sarlahi,Sindhuli,Sunsari,Syangja,Tanahu
Arum,vegetable,2082,11,8,falgun,4700,60.0,80.0,70.0,kg,kg,False,329000.0,True,4700,0,0.0,10,True,0,0,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310
Arum,vegetable,2082,12,9,chaitra,4560,60.0,80.0,69.09,kg,kg,False,315050.4,True,4560,0,0.0,10,True,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arum,vegetable,2083,1,10,baishakh,1370,60.0,70.0,65.0,kg,kg,False,89050.0,True,1370,0,0.3795620437956204,10,True,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avocado,fruit,2082,4,1,shrawan,10080,300.0,350.0,325.0,kg,kg,False,3276000.0,True,10080,0,0.5634920634920635,10,True,0,0,0,0,0,4190,0,0,0,0,1490,0,0,0,0,0,2425,0,0,0,0,1345,0,0,0,0,0,0,0,0,0,0,0,0,630
Avocado,fruit,2082,5,2,bhadra,4230,300.0,600.0,400.0,kg,kg,False,1692000.0,True,4230,0,0.48699763593380613,10,True,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,600
Avocado,fruit,2082,6,3,ashwin,9365,300.0,350.0,325.0,kg,kg,False,3043625.0,True,9365,0,0.800320341697811,10,True,0,0,0,0,0,2090,0,0,0,0,5405,0,0,0,0,0,1060,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,210
Avocado,fruit,2082,7,4,kartik,4370,300.0,350.0,325.0,kg,kg,False,1420250.0,True,4370,0,0.6910755148741419,10,True,0,0,180,0,0,450,0,0,0,0,2570,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avocado,fruit,2082,8,5,mangsir,11694,300.0,350.0,325.0,kg,kg,False,3800550.0,True,11694,0,0.7311441765007696,10,True,0,0,360,0,0,1120,0,0,0,0,7430,0,0,0,0,0,1434,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,1140,0,0
Avocado,fruit,2082,9,6,poush,11090,300.0,350.0,325.0,kg,kg,False,3604250.0,True,11090,0,0.7155094679891795,10,True,0,0,0,0,0,540,0,0,0,0,7395,0,0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510,0,0
Avocado,fruit,2082,10,7,magh,3710,300.0,350.0,325.0,kg,kg,False,1205750.0,True,3710,0,0.9353099730458221,10,True,0,0,0,0,0,0,0,0,0,0,3470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0
Avocado,fruit,2082,11,8,falgun,7540,300.0,350.0,325.0,kg,kg,False,2450500.0,True,7540,0,1.0,10,True,0,0,0,0,0,0,0,0,0,0,7540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avocado,fruit,2082,12,9,chaitra,5140,300.0,1000.0,721.43,kg,kg,False,3708150.2,True,5140,0,0.9591439688715954,10,True,0,0,0,0,0,210,0,0,0,0,4720,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avocado,fruit,2083,1,10,baishakh,5250,650.0,800.0,757.61,kg,kg,False,3977452.5,True,5250,0,1.0,10,True,0,0,0,0,0,0,0,0,0,0,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakula,vegetable,2082,10,7,magh,0,100.0,160.0,147.22,kg,kg,False,0.0,True,0,0,,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakula,vegetable,2082,11,8,falgun,15310,100.0,160.0,147.22,kg,kg,False,2253938.2,True,15310,0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,10560,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakula,vegetable,2082,12,9,chaitra,39790,80.0,120.0,100.91,kg,kg,False,4015208.9,True,39790,0,0.0,4,False,0,0,0,0,0,0,0,1875,0,0,0,0,0,0,0,0,16245,0,0,0,0,21670,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakula,vegetable,2083,1,10,baishakh,0,80.0,100.0,90.0,kg,kg,False,0.0,True,0,0,,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bambooshoot,vegetable,2082,4,1,shrawan,23625,60.0,70.0,65.0,kg,kg,False,1535625.0,True,23625,0,0.0,7,False,0,0,0,0,0,0,0,0,2730,0,0,0,0,0,0,0,13860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7035
Bambooshoot,vegetable,2082,5,2,bhadra,10090,60.0,70.0,65.0,kg,kg,False,655850.0,True,10090,0,0.0,7,False,0,0,0,0,0,0,0,0,120,210,0,0,0,0,0,0,8305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455
Bambooshoot,vegetable,2082,6,3,ashwin,540,60.0,70.0,65.0,kg,kg,False,35100.0,True,540,0,0.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bambooshoot,vegetable,2082,10,7,magh,0,60.0,70.0,65.0,kg,kg,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bambooshoot,vegetable,2082,11,8,falgun,0,60.0,70.0,65.0,kg,kg,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bambooshoot,vegetable,2082,12,9,chaitra,0,60.0,70.0,65.0,kg,kg,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bambooshoot,vegetable,2083,1,10,baishakh,0,60.0,70.0,65.0,kg,kg,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana,fruit,2082,4,1,shrawan,0,100.0,130.0,116.6,dozen,dozen,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana,fruit,2082,6,3,ashwin,0,100.0,130.0,115.0,dozen,dozen,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana,fruit,2082,8,5,mangsir,0,100.0,130.0,115.0,dozen,dozen,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana,fruit,2082,10,7,magh,0,100.0,130.0,115.0,dozen,dozen,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana,fruit,2082,11,8,falgun,0,100.0,130.0,115.0,dozen,dozen,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana,fruit,2082,12,9,chaitra,0,100.0,150.0,130.45,dozen,dozen,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana,fruit,2083,1,10,baishakh,0,120.0,200.0,161.96,dozen,dozen,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana_Green,fruit,2082,4,1,shrawan,679640,120.0,150.0,136.8,dozen,dozen,False,92974752.0,False,676060,3580,0.5068706919504186,10,True,0,223880,0,0,0,0,0,0,3450,0,342675,14365,0,0,0,0,1180,0,0,0,0,3210,83170,0,0,0,0,0,0,0,0,0,0,0,4130
Banana_Green,fruit,2082,5,2,bhadra,357395,120.0,160.0,140.0,dozen,dozen,False,50035300.0,True,357395,0,0.6477426936582773,10,True,0,42900,0,0,0,0,0,0,4700,0,231500,23650,0,0,0,0,0,0,0,0,0,6525,45890,0,0,0,0,0,0,0,0,0,0,0,2230
Banana_Green,fruit,2082,6,3,ashwin,345265,130.0,160.0,145.0,dozen,dozen,False,50063425.0,False,345785,-520,0.7148372543632604,10,True,0,0,0,0,0,0,0,0,1150,0,247180,32300,0,0,0,1040,120,0,0,0,0,12985,49070,0,0,0,0,0,0,0,0,0,0,0,1940
Banana_Green,fruit,2082,7,4,kartik,252210,130.0,160.0,145.0,dozen,dozen,False,36570450.0,True,252210,0,0.7469370762459855,10,True,0,0,0,0,0,0,0,0,1190,0,188385,19730,0,0,0,0,1480,0,0,0,0,9540,29535,0,0,0,0,0,0,0,0,0,0,0,2350
Banana_Green,fruit,2082,8,5,mangsir,169600,130.0,160.0,145.0,dozen,dozen,False,24592000.0,True,169600,0,0.2688679245283019,10,True,0,0,0,0,0,0,0,0,4060,0,45600,33400,0,0,0,0,1710,0,0,0,0,5160,76660,0,0,0,0,0,0,0,0,0,0,0,3010
Banana_Green,fruit,2082,9,6,poush,212340,130.0,200.0,154.55,dozen,dozen,False,32817147.0,True,212340,0,0.49274748045587263,10,True,0,0,0,0,0,0,0,0,2720,0,104630,32765,0,0,0,8300,7315,0,0,0,0,9760,44160,0,0,0,0,0,0,0,0,0,0,0,2690
